cnt,title,description,org_link,link,pDate
1,&apos;불법시위 주도&apos; 민노총에 추경호 &quot;보조금 중단 검토&quot;,추 부총리는 중국 <b>부동산</b>시장 위기론과 관련해선 “중국은 세계 경제에서 20%에 가까운 비중을 차지하고 있고 우리 수출액에서도 비중이 상당히 크다”며 “상황반을 설치하는 등 예의주시하고 있다”고 밝혔다.,https://www.hankyung.com/economy/article/2023082207921,https://www.hankyung.com/economy/article/2023082207921,2023-08-22 18:59:00
2,"인천 주택 매매가, 상승세 지속 2023년 7월 <b>부동산</b> 동향 공개",인천광역시가 한국<b>부동산</b>원에서 발표하는 <b>부동산</b>통계를 기초로 인천시 <b>부동산</b>시장 동향 보고서를 작성해 시청 홈페이지에 공개했다. 인천시가 공개한 보고서는 전국 및 인천시의 매매‧전세‧월세 가격과... ,https://www.kmaeil.com/news/articleView.html?idxno=412873,https://www.kmaeil.com/news/articleView.html?idxno=412873,2023-08-22 18:56:00
3,"[2보] 태국 총리에 세타 타위신 선출…탁신계 정당, 군부와 공동 집권","세타는 태국의 대형 <b>부동산</b> 개발업체 산시리의 전 회장으로, 지난 5월 열린 총선을 앞두고 경영에서 손을 떼고 정계에 입문한 정치 신인이다. 정치인이 되기 전부터 탁신 전 총리를 지지하며 가깝게 지내온 것으로... ",https://www.yna.co.kr/view/AKR20230822155600076?input=1195m,https://www.yna.co.kr/view/AKR20230822155600076?input=1195m,2023-08-22 18:55:00
4,[속보] 태국 총리에 &apos;<b>부동산</b> 거물&apos; 세타 타위신 선출-로이터,,https://www.news1.kr/articles/5147900,https://www.news1.kr/articles/5147900,2023-08-22 18:55:00
5,"가계빚, 세 분기 만에 다시 증가",고금리에도 <b>부동산</b> 투자 심리가 가열되면서 가계 빚이 늘어난 것이다. 정부와 한국은행은 대출 증가세를 예의주시하고 있다고 밝혔다. 한국은행이 22일 발표한 ‘2023년 2분기 가계신용(잠정)’에 따르면 올해... ,https://www.hankyung.com/economy/article/2023082207671,https://www.hankyung.com/economy/article/2023082207671,2023-08-22 18:53:00
6,"경북도개발공사, 창립 최초 &apos;공기업 경영평가&apos; 전국 1위 달성","공사는 CEO 주도로 혁신에 기반한 체계적 경영계획을 수립하였으며, 금리인상 및 <b>부동산</b> 경기 침체로... 이재혁 경상북도개발공사 사장은 &quot;<b>부동산</b> 경기 침체 상황에서도 창립 이래 최대의 성과를 낼 수 있었던 것은... ",http://www.hidomin.com/news/articleView.html?idxno=524309,http://www.hidomin.com/news/articleView.html?idxno=524309,2023-08-22 18:48:00
7,"유럽증시, 이틀 연속 강세…저가 매수심리 확산",지난주 중국 <b>부동산</b> 위기가 글로벌 증시의 투자심리를 얼어붙게 했으나 중국 당국의 추가 대책이 나올 것이라는 기대감이 확산하는 중이다. 이같은 분위기에 이날 중국 증시도 전반적으로 상승 마감했다.... ,https://news.einfomax.co.kr/news/articleView.html?idxno=4278235,https://news.einfomax.co.kr/news/articleView.html?idxno=4278235,2023-08-22 18:48:00
8,금융당국 “中<b>부동산</b> 사태 국내 익스포저 4천억 수준…직접 영향 없어”,금융당국이 최근 중국의 <b>부동산</b> 리스크 우려가 커지고 있는 것과 관련해 국내 금융사에 미칠 영향은 거의... 중국 <b>부동산</b> 리스크를 논의했다. 참석자들은 중국 <b>부동산</b> 개발기업에 대한 국내 금융회사의 익스포저(위험... ,https://www.dailian.co.kr/news/view/1265642/?sc=Naver,https://www.dailian.co.kr/news/view/1265642/?sc=Naver,2023-08-22 18:47:00
9,부산 ‘3040’ 상반기 주택구매 늘었다,22일 한국<b>부동산</b>원에 따르면 상반기 부산의 주택거래는 총 1만 6960건이다. 매수 기준으로 30대가 4158건(25... ‘<b>부동산</b> 중개 플랫폼’ <b>부동산</b>서베이 이영래 대표는 “<b>부동산</b> 호황기에 집값이 상승하는 것을 경험한... ,https://www.busan.com/view/busan/view.php?code=2023082218384227705,https://www.busan.com/view/busan/view.php?code=2023082218384227705,2023-08-22 18:43:00
10,금융위 &quot;中<b>부동산</b> 간접 익스포저 포함해도 1조원 미만&quot;,중국 <b>부동산</b>에 대한 익스포저(위험노출액)가 간접 노출액까지 포함해도 1조원 미만이라고 금융위원회가 22일 밝혔다. 중국 <b>부동산</b> 위기로 불안 심리가 확산하고 있지만 익스포저가 작은 만큼 국내에 미치는 영향이... ,http://www.edaily.co.kr/news/newspath.asp?newsid=03296406635709944,http://www.edaily.co.kr/news/newspath.asp?newsid=03296406635709944,2023-08-22 18:43:00
11,"태안군 공직자, 개발정보 이용 <b>부동산</b> 취득...&apos;이해충돌 우려·투기 의혹&apos; 제...",목적으로 <b>부동산</b> 경매에 수차례 참여해 취득하는 게 온당한 일인가 하는 논란이 일고 있다.이러한 논란의... 이 같은 사실이 지역주민들과 공직자들 사이에 소문나면서 일선 지자체 소속 공직자들의 무분별한 <b>부동산</b>... ,https://www.asiatoday.co.kr/view.php?key=20230822010011308,https://www.asiatoday.co.kr/view.php?key=20230822010011308,2023-08-22 18:42:00
12,"&quot;반도체 이슈 지속, 시장 조정 시 비중 확대 유리&quot;","핵심요약 DB금융투자 광주지점, &quot;시장 불안, 현금 보유나 관망도 전략…국채, 배당주 대안&quot; 중국 <b>부동산</b> 위기... ◆조명은&gt; 지난주 15일 화요일 광복절 휴장일 이후 중국 <b>부동산</b> 위기 이슈로 인한 외국인 매도세가... ",https://www.nocutnews.co.kr/news/5998764,https://www.nocutnews.co.kr/news/5998764,2023-08-22 18:41:00
13,"[김화균 칼럼] 전관예우 척결, 내로남불부터 없애라",김화균 국장 대우 금융<b>부동산</b> 부장 &apos;전관예우 척결&apos;을 외치는 원희룡 국토교통부 장관의 행보가 거침이 없다.... 환원하며 제2의 인생을 펼치는 &apos;아름다운 전관&apos;의 시대가 열릴 것이다. 김화균 국장 대우 금융<b>부동산</b> 부장,https://www.dt.co.kr/contents.html?article_no=2023082302102263040001&ref=naver,https://www.dt.co.kr/contents.html?article_no=2023082302102263040001&ref=naver,2023-08-22 18:40:00
14,[기획] 뻥 뚫린 기재부의 깡통전세 대책,"22일 <b>부동산</b>업계에 따르면 국토교통부 산하 주택도시보증공사(HUG)는 내부 규정을 바꿔 깡통전세에 대한 대출 보증을 차단한 반면, 기획재정부 산하 한국주택금융공사(HF)는 &apos;전세금 2억원 이하&apos; 에 대해서는 대출보증을... ",https://www.dt.co.kr/contents.html?article_no=2023082302100163046001&ref=naver,https://www.dt.co.kr/contents.html?article_no=2023082302100163046001&ref=naver,2023-08-22 18:40:00
15,"&quot;바람 잘 날 없는 LH&quot;···참여연대, 불량 상수도관 의혹 LH 공익감사 청구","임재만 세종대 <b>부동산</b>학과 교수는 &quot;시흥 은계지구뿐 아니라 인천 검단, 부천 옥길, 양주 등 전국 곳곳에서 수돗물에서 검은 이물질이 나온다는 민원이 수년째 지속되고 있다&quot;며 &quot;그러나 이를 총괄하는 국토부장관이... ",http://www.ngonews.kr/news/articleView.html?idxno=143587,http://www.ngonews.kr/news/articleView.html?idxno=143587,2023-08-22 18:40:00
16,"금융위 &quot;중국 <b>부동산</b> 불안, 금융 리스크 확대 가능성 크지 않아&quot;",금융위원회는 22일 중국 <b>부동산</b> 시장 불안이 중국 금융시스템 전반의 리스크로 확대될 가능성은 크지 않다고 평가했다. 다만 중국 <b>부동산</b> 부문이 중국경제에서 차지하는 비중이 국내총생산(GDP)의 25% 이라는 점을 감안할... ,https://view.asiae.co.kr/article/2023082218401784015,https://view.asiae.co.kr/article/2023082218401784015,2023-08-22 18:40:00
17,120억 원대 전세보증금 가로챈 일당 덜미…피해자는 절규,[기자] 30대 총책 A씨 등 8명은 지난 2021년 이곳에 <b>부동산</b>컨설팅 업체를 차려놓고 매물로 나온 수도권 지역 빌라와 오피스텔을 살폈습니다. 집주인을 찾아가 매매를 성사시켜 주겠다며 시세보다 더 높게 전세 계약을... ,http://www.yonhapnewstv.co.kr/MYH20230822018100641/?input=1825m,http://www.yonhapnewstv.co.kr/MYH20230822018100641/?input=1825m,2023-08-22 18:39:00
18,"&apos;백현동 수렁&apos;에 빠진 이재명, &apos;박근혜 정부의 부하였다&apos;고 우기는 중인가?",주거환경과에 &apos;종전<b>부동산</b> 용도변경 질의에 대한 회신&apos; 공문에서 드러난다. 국토부는 해당 공문에서 백현동... 국토부는 2014년 12월 9일 성남시 주거환경과에 &apos;종전<b>부동산</b> 용도변경 질의에 대한 회신&apos; 공문을 보냈다. [사진... ,http://www.pennmike.com/news/articleView.html?idxno=68022,http://www.pennmike.com/news/articleView.html?idxno=68022,2023-08-22 18:38:00
19,무디스 이어 S&amp;P도 美 은행 5곳 신용등급 &apos;강등&apos;,"S&amp;P는 또한 높은 상업 <b>부동산</b> 익스포저(위험 노출)를 이유로 S&amp;T은행과 리버시티은행의 등급 전망을 종전... 있다&quot;며 &quot;상업용 <b>부동산</b>, 특히 사무실 대출에 상당한 노출이 있는 은행은 가장 큰 부담을 겪을 수 있다&quot;고... ",https://www.econovill.com/news/articleView.html?idxno=623054,https://www.econovill.com/news/articleView.html?idxno=623054,2023-08-22 18:38:00
20,"중국 좋아질때만 기다렸는데…기업마저 휘청, 시총 12% 날렸다","성태윤 연세대 교수는 “중국 <b>부동산</b>시장 위기가 금융권으로 전이되면서 자본시장, 실물경제 모두에서... 추경호 경제부총리 겸 기획재정부 장관은 이날 국회 기획재정위원회에서 “중국 <b>부동산</b>에 대한 노출 정도가... ",https://www.mk.co.kr/article/10813109,https://www.mk.co.kr/article/10813109,2023-08-22 18:37:00
21,[프로필] 이균용 대법원장 후보자…소신파 &apos;보수 정통&apos; 법관(종합),재산 대부분은 토지와 건물 등 <b>부동산</b>이다. 본인과 배우자 명의로 11억5천만원 상당의 서울 용산구 한남동 아파트가 있고 배우자는 서울 서초구 양재동에 토지와 건물을 합쳐 22억3천만원 상당의 지분도 있다. 본인... ,https://www.yna.co.kr/view/AKR20230822011451004?input=1195m,https://www.yna.co.kr/view/AKR20230822011451004?input=1195m,2023-08-22 18:37:00
22,"S&amp;P, 미 은행 5곳 신용등급 강등…뉴욕증시 여파 미칠 듯",S&amp;P는 또 높은 상업용 <b>부동산</b> 익스포저(위험 노출)를 이유로 S&amp;T은행과 리버시티은행의 등급 전망을 &apos;안정적&apos;에서 &apos;부정적&apos;으로 변경했다. S&amp;P는 코메리카의 경우 지난해 2분기부터 올해 2분기까지 평균 예금 잔고가 140억... ,https://www.delighti.co.kr/news/articleView.html?idxno=64379,https://www.delighti.co.kr/news/articleView.html?idxno=64379,2023-08-22 18:36:00
23,골드만삭스 &quot;중국과 신흥국 이혼 진행 중…中 대신 투자 톱픽은 한국&quot;,뉴데일리 원혜진 기자 = <b>부동산</b>발 위기감이 고조된 중국 경제를 두고 사실상 디플레이션(경기침체 속... 22일 금융투자업계에 따르면 대형 <b>부동산</b> 개발업체 비구이위안의 유동성 위기가 드러난 지난 7일 이후... ,https://biz.newdaily.co.kr/site/data/html/2023/08/22/2023082200258.html,https://biz.newdaily.co.kr/site/data/html/2023/08/22/2023082200258.html,2023-08-22 18:36:00
24,[기자의눈]지속되는 은행권 금융사고… &apos;무관용 원칙&apos; 필요,"A씨는 자금인출 요청서 심사, 계좌 관리 등 <b>부동산</b> 프로젝트파이낸싱(PF) 대출 업무를 혼자 담당했을 뿐 아니라 순환근무 원칙에서도 제외됐다. 은행의 방조가 A씨의 대담한 행동으로 이어진 셈이다.여기서 끝이 아니다.... ",https://www.asiatoday.co.kr/view.php?key=20230821010010303,https://www.asiatoday.co.kr/view.php?key=20230821010010303,2023-08-22 18:34:00
25,[하반기 금융사 위기돌파⑧] 미래에셋증권 &quot;주주가치 제고하며 판 바꾸기&quot;,"미수채권 대손상각, CJ CGV 전환사채 평가손실, 해외 상업용<b>부동산</b> 투자자산 손실 등 다분히 코로나19가... 국내 <b>부동산</b>PF 노출 미미, CFD 관련 손실 제로 등 그간 미래에셋이 추구해온 투자철학에 기반해 회사의 DNA를... ",https://www.straightnews.co.kr/news/articleView.html?idxno=236420,https://www.straightnews.co.kr/news/articleView.html?idxno=236420,2023-08-22 18:34:00
26,中 <b>부동산</b> 사태에 금융당국 “국내 금융사 익스포저 4000억 수준…직접적인 영...,중국 <b>부동산</b>개발업체 이자 미지급으로 촉발 금융리스크 대응반 가동 현안 상시 점검 중국발 <b>부동산</b> 사태에 금융당국이 금융시장 현안을 점검했다. 중국 <b>부동산</b> 개발기업에 대한 국내 금융회사의 익스포저가 약 4000억원... ,http://www.fntimes.com/html/view.php?ud=202308221805257985ee0209bd21_18,http://www.fntimes.com/html/view.php?ud=202308221805257985ee0209bd21_18,2023-08-22 18:32:00
27,코너 몰리는 중국 컨트리가든…인민은행은 금리 인하 &apos;신중&apos;,[사진=AP/뉴시스] 디폴트(채무불이행) 위기에 몰린 중국 <b>부동산</b> 개발업체 컨트리가든(碧桂園·비구이위안)... 또 컨트리가든의 <b>부동산</b> 관리 자회사인 컨트리가든 서비스는 항셍중국기업지수(Hang Seng China Enterprises Index)... ,https://www.fortunekorea.co.kr/news/articleView.html?idxno=29862,https://www.fortunekorea.co.kr/news/articleView.html?idxno=29862,2023-08-22 18:32:00
28,"[사설]광주·전남, 곳간 채울 신규 세원 발굴 사활 걸어야","<b>부동산</b> 취득세, 법인세, 양도소득세 등이 줄줄이 감소한 탓이다. 현재 추세라면 올 연말까지 지방세 징수액이 지난해보다 2천515억 원 감소할 전망이다. 같은 기간 전남도의 지방세 징수액도 1조3천734억 원으로 전년... ",http://www.namdonews.com/news/articleView.html?idxno=737278,http://www.namdonews.com/news/articleView.html?idxno=737278,2023-08-22 18:32:00
29,돌아온 영끌·빚투?… 주춤하던 가계 빚 세 분기 만에 반등,경신 <b>부동산</b>·주식시장 회복 기대에 투자 증가한듯 [충청투데이 ] 기준금리 인상에 주춤하던 가계 빚이 올해 2분기 들어 다시 증가하고 있다.<b>부동산</b> 경기 회복세로 주택담보대출이 14조원 이상 급증하고 신용거래도... ,https://www.cctoday.co.kr/news/articleView.html?idxno=2183345,https://www.cctoday.co.kr/news/articleView.html?idxno=2183345,2023-08-22 18:30:00
30,침체된 분양시장 기폭제 되나…대전 최대어 &apos;둔산 자이&apos; 청약에 쏠린 눈,"지역 <b>부동산</b> 업계가 촉각을 곤두세우고 있다.청약 흥행으로, 한풀 꺾인 지역 청약시장에 불쏘시개 역할을 하게 될지 귀추가 주목된다.22일 지역 <b>부동산</b> 업계에 따르면 지난 18일 문을 연 둔산 자이 아이파크의... ",https://www.cctoday.co.kr/news/articleView.html?idxno=2183344,https://www.cctoday.co.kr/news/articleView.html?idxno=2183344,2023-08-22 18:30:00
31,"이창용 &quot;가계부채, 지금 속도로 늘면 큰 문제&quot;",올해 1분기 말 GDP 대비 가계부채 비율은 101.5%다.가계부채 증가세에 대해선 &quot;<b>부동산</b> 시장이 연착륙하도록 기획재정부와 금융당국이 미시적 정책을 펼쳤다&quot;며 &quot;지난 6월까지 <b>부동산</b> 시장이 연착륙하면서 정책이 잘... ,https://news.mtn.co.kr/news-detail/2023082217160962054,https://news.mtn.co.kr/news-detail/2023082217160962054,2023-08-22 18:28:00
32,"금융위 &quot;中 <b>부동산</b> 국내 타격 미미할 것, 장기화에는 대비&quot;",금융위원회가 최근 중국의 <b>부동산</b> 위기가 국내에 끼칠 영향이 거의 없을 것이라면서도 시장 불안의 장기화에... 중국 <b>부동산</b> 리스크를 논의했다.이날 참석자들은 중국 <b>부동산</b> 개발기업에 대한 국내 금융회사의 익스포저... ,https://news.mtn.co.kr/news-detail/2023082217582264125,https://news.mtn.co.kr/news-detail/2023082217582264125,2023-08-22 18:28:00
33,무디스 이어 S&amp;P도…&quot;美 은행 5곳 신용등급 강등&quot;,"고금리로 인해 은행들의 자금 조달 비용이 증가하고, 상업용 <b>부동산</b> 시장 침체 우려로 미국 은행들의... 높은 상업용 <b>부동산</b> 익스포저(위험노출)가 그 요인으로 언급됐다. 미국 상업용 <b>부동산</b> 시장은 침체를 겪고 있다.... ",http://news.mt.co.kr/mtview.php?no=2023082216474816139,http://news.mt.co.kr/mtview.php?no=2023082216474816139,2023-08-22 18:26:00
34,HUG &quot;文 정부 5년간 서울 아파트값 두배 넘게 올라&quot;,국토교통부 산하  주택도시보증공사(HUG)가 창립 30주년을 맞아 발간한 &apos;한국 <b>부동산</b>금융-성과와 과제&apos; 자료집에서 문재인 정부의 <b>부동산</b> 정책에 대해 &quot;주택대출에 대한 규제를 강화했지만 결과적으로 서울... ,https://www.econovill.com/news/articleView.html?idxno=623051,https://www.econovill.com/news/articleView.html?idxno=623051,2023-08-22 18:26:00
35,경기도 아파트 거래 &apos;최다&apos;…집값 양극화는 여전 (B tv 수원뉴스),올해 2분기 전국 <b>부동산</b> 매매거개량이 상승세로 전환된 가운 데 거래가 가장 많이 일어난 곳은 경기도로... 한국<b>부동산</b>원 통계를 보면 경기도 아파트 실거래지수는 올해 상반기 5.13% 상승했습니다. 이 기간동안 과천시는... ,http://ch1.skbroadband.com/content/view?parent_no=24&content_no=61&p_no=160743,http://ch1.skbroadband.com/content/view?parent_no=24&content_no=61&p_no=160743,2023-08-22 18:26:00
36,"금융당국 &quot;中 <b>부동산</b> 사태, 국내 영향 제한적…시장 변동성도 완화&quot;",촉발된 &apos;중국 <b>부동산</b> 사태&apos;가 국내 금융시장엔 큰 영향을 미치지 않을 것이라는 진단이 나왔다. 금융위원회는 22일 은행연합회에서 김소영 부위원장 주재로 금융시장 현안 점검·소통회의를 열고 중국 <b>부동산</b> 시장 등... ,https://www.newsway.co.kr/news/view?ud=2023082218230495111,https://www.newsway.co.kr/news/view?ud=2023082218230495111,2023-08-22 18:26:00
37,179억 챙긴 전세사기 조직 &apos;무더기 적발&apos;,전세사기로 100억원이 넘는 리베이트를 챙긴 <b>부동산</b> 컨설팅업체 조직원과 공인중개사 등이 경찰에 무더기로 적발됐다. 부산경찰청은 최근 사기 혐의로 <b>부동산</b> 컨설팅업체 조직원 8명과 공인중개사 등 56명을 검거하고 이... ,http://www.fnnews.com/news/202308221823513924,http://www.fnnews.com/news/202308221823513924,2023-08-22 18:24:00
38,얼어붙은 지역 창업시장… 조선·기자재 훈풍도 소용없었다,"그 중에서도 금리인상, <b>부동산</b>시장 자금이탈, 미분양 증가 등으로 업황 부진을 겪고 있는 <b>부동산</b>업(-57.3%)과 건설 관련업(-37.0%)이 가장 큰 폭의 감소를 기록하면서 지역 창업시장의 부진에 있어 가장 큰 요인으로... ",http://www.fnnews.com/news/202308221823471163,http://www.fnnews.com/news/202308221823471163,2023-08-22 18:24:00
39,집값 상승 기대감에 또 ‘영끌’… 빚 9조 5000억 부풀었다,"2분기 연속 줄었던 가계빚은 <b>부동산</b> ‘영끌’ 행렬이 부활하자 다시 증가세로 돌아섰고, 주택담보대출... 번 불붙은 <b>부동산</b>시장의 흐름은 꺾기가 힘든데도 안일한 판단을 한 통화·금융 정책의 실패”라고 말했다.",https://www.seoul.co.kr/news/newsView.php?id=20230823018001&wlog_tag3=naver,https://www.seoul.co.kr/news/newsView.php?id=20230823018001&wlog_tag3=naver,2023-08-22 18:23:00
40,‘中<b>부동산</b>’발 국내 금융권 익스포저 미미…금융위 “직접 영향 없을 것”,최근 중국 <b>부동산</b> 시장 불안이 확산되는 가운데 국내 금융 당국과 유관 기관이 금융회사의 외화건전성을... 중국 <b>부동산</b> 시장 불안이 중국 금융시스템 전반의 리스크로 확대될 가능성은 크지 않다고 평가했다. 다만 중국... ,https://www.sedaily.com/NewsView/29TI9OH0OH,https://www.sedaily.com/NewsView/29TI9OH0OH,2023-08-22 18:23:00
41,[이슈체크] 고민 깊어지는 한국은행…가계부채 폭탄 계속 안고가나?,고금리 기조로 얼어붙었던 <b>부동산</b> 시장이 회복될 것이란 기대감이 생겨나면서 ‘영끌’ 행렬이 다시... 일각에선 정부가 <b>부동산</b> 시장 연착륙 차원에서 관련 규제를 완화하면서 ‘내 집 마련’ 수요를 자극하고 있다는... ,https://www.tfmedia.co.kr/news/article.html?no=149048,https://www.tfmedia.co.kr/news/article.html?no=149048,2023-08-22 18:22:00
42,"금융당국, 중국發 <b>부동산</b> 불안 위기…금융시장 영향 긴급 점검",금융시장 현안 점검·소통회의 개최 환율 상승에 따른 금융사 외화건전성 점검 금융 당국이 중국 <b>부동산</b> 시장 불안에 따른 국내 금융시장의 영향을 점검했다. 당국은 중국 <b>부동산</b> 시장의 위험의 단기 영향은 제한적이나... ,https://biz.chosun.com/stock/finance/2023/08/22/XBSRD5WLXBCRXAWFULMXTYCLTA/?utm_source=naver&utm_medium=original&utm_campaign=biz,https://biz.chosun.com/stock/finance/2023/08/22/XBSRD5WLXBCRXAWFULMXTYCLTA/?utm_source=naver&utm_medium=original&utm_campaign=biz,2023-08-22 18:22:00
43,"유니세프한국위원회-KB국민은행, &apos;기부신탁 업무협약&apos; 체결","&apos;KB위대한유산 기부신탁&apos;은 기부자가 금전, <b>부동산</b> 등 재산을 은행에 신탁해 생전에는 신탁재산을 관리하고 사후에는 신탁계약에 따라 학교, 병원, 구호단체 등의 기부처에 재산을 기부할 수 있는 상품이다. 전달된... ",http://www.ngonews.kr/news/articleView.html?idxno=143586,http://www.ngonews.kr/news/articleView.html?idxno=143586,2023-08-22 18:22:00
44,"한국투자증권, 하우빌드와 업무협약...초고액 자산가 <b>부동산</b>투자자문 서비스 ...",한국투자증권은 초고액 자산가 대상 <b>부동산</b>투자자문 서비스 고도화를 위해 건축 IT 플랫폼 및 건설사업관리... 이번 협약으로 한국투자증권 GWM은 합리적인 건축 설계와 공사관리로 <b>부동산</b> 개발 자문 서비스를 강화하고... ,http://www.wsobi.com/news/articleView.html?idxno=211649,http://www.wsobi.com/news/articleView.html?idxno=211649,2023-08-22 18:22:00
45,당국 &quot;금융사 컨트리가든 익스포저 4천억원..직접적 영향 거의 없어&quot;,중국 <b>부동산</b> 개발기업에 대한 국내 금융회사의 익스포저가 약 4000억원 수준인 것으로 파악됐다. 금융당국은 중국 <b>부동산</b> 시장 불안이 국내 금융회사에 미치는 직접적인 영향은 거의 없겠지만 중국 <b>부동산</b> 침체 장기화... ,http://www.fnnews.com/news/202308221801145039,http://www.fnnews.com/news/202308221801145039,2023-08-22 18:22:00
46,[중국증시-마감] 주요 지수 반등…추가 정책 기대감,전날 중국 정부의 <b>부동산</b> 대책에 실망한 매물로 주요 지수가 1% 넘게 하락했는데 이날은 반발 매수세가... 당국이 아직은 미온적이지만 <b>부동산</b> 시장이 더 악화하면 추가 부양책이 나올 수 있다는 기대감이 작용한... ,https://news.einfomax.co.kr/news/articleView.html?idxno=4278233,https://news.einfomax.co.kr/news/articleView.html?idxno=4278233,2023-08-22 18:22:00
47,"한국투자증권, 건축 IT플랫폼 &apos;하우빌드&apos;와 업무협약",사진=한국투자증권  한국투자증권은 초고액자산가 대상 <b>부동산</b>투자자문 서비스의 고도화를 위해 건축 IT... 이번 협약을 통해 한국투자증권 GWM(Global Wealth Management)은 합리적인 건축 설계와 공사관리를 통해 <b>부동산</b>... ,https://www.thekpm.com/news/articleView.html?idxno=169837,https://www.thekpm.com/news/articleView.html?idxno=169837,2023-08-22 18:22:00
48,다시 커진 가계 빚...주택담보대출 역대 최대,<b>부동산</b> 경기 회복 기대감에 주택 수요가 늘면서 주택담보대출이 역대 최대를 기록한 영향이 컸습니다.... 정부가 <b>부동산</b> 규제를 일부 완화하면서 움츠러들었던 매수 심리가 되살아난 겁니다. [익 명 / 공인중개사 : 지난해... ,https://www.ytn.co.kr/_ln/0102_202308221821267318,https://www.ytn.co.kr/_ln/0102_202308221821267318,2023-08-22 18:21:00
49,인천 매매가 상승세… 연수 0.86%·중구 0.57% ↑(B tv 인천뉴스),"인천시가 공개한 <b>부동산</b>시장 동향 보고서를 보면 7월 전국 주택종합 매매가격지수 변동률은 0.03%, 인천은 0.14% 상승한 것으로 나타났습니다. 지역별로는 연수구가 0.86%로 가장 많이 올랐고 중구는 0.57%, 남동구는... ",http://ch1.skbroadband.com/content/view?parent_no=24&content_no=58&p_no=160736,http://ch1.skbroadband.com/content/view?parent_no=24&content_no=58&p_no=160736,2023-08-22 18:20:00
50,국회 출석한 추경호 &quot;재정확대는 모르핀 주사&quot;...야 추경 주장 일축,중국 <b>부동산</b> 위기 등 대외 불확실성에도 하반기 수출 회복세 등을 예상하며 기존의 &apos;상저하고&apos; 경기 전망도 유지했다. 추 부총리는 이날 국회 기획재정위원회 회의에서 재정이 더 적극적인 역할을 해야 한다는 지적에... ,https://www.dt.co.kr/contents.html?article_no=2023082202109958050007&ref=naver,https://www.dt.co.kr/contents.html?article_no=2023082202109958050007&ref=naver,2023-08-22 18:20:00
51,금융위 &quot;中 <b>부동산</b> 개발사에 국내 익스포저 4천억…영향 미미&quot;,"<b>부동산</b> 신탁 등 간접 익스포저 감안해도 1조 미만 금융사 외화조달 여건·건정성도 양호 금융당국은 최근 중국발 <b>부동산</b> 리스크 우려가 커지고 있는 것과 관련, 국내 금융사에 미치는 직접적 영향은 거의 없을 것으로... ",https://news.einfomax.co.kr/news/articleView.html?idxno=4278230,https://news.einfomax.co.kr/news/articleView.html?idxno=4278230,2023-08-22 18:20:00
52,"빚내서 집 사고, 주식 사고… 2분기 가계 빚, 10조 불었다","가계 빚, 3분기만에 증가 전환 <b>부동산</b> 회복에 주담대 14조↑ 테마주 광풍에 &apos;빚투&apos;도 늘어 연체율은 기업... <b>부동산</b> 경기 회복세를 타고 주담대가 급증하고, 테마주 광풍에 빚을 내서 주식에 투자하는 신용거래도... ",https://www.dt.co.kr/contents.html?article_no=2023082302100863076001&ref=naver,https://www.dt.co.kr/contents.html?article_no=2023082302100863076001&ref=naver,2023-08-22 18:20:00
53,"KB국민은행, 유니세프한국위원회와 &apos;기부신탁 업무협약&apos; 체결","기부자 발굴과 함께 ‘KB위대한유산 기부신탁’을 활용한 기부자의 자산 보유 형태에 맞는 맞춤 기부 프로그램 설계 및 금융 솔루션을 제공할 예정이다.‘KB위대한유산 기부신탁’은 기부자가 금전, <b>부동산</b> 등 재산을... ",http://www.sentv.co.kr/news/view/666026,http://www.sentv.co.kr/news/view/666026,2023-08-22 18:20:00
54,"전기료 인상에도… 한전 빚 200조 넘었다, 한달 이자만 2000억","지난해 2분기부터 다섯 차례에 걸쳐 전기 요금을 40% 올리고, 지난 5월엔 <b>부동산</b> 매각 등 25조원 규모의 자구책까지 내놨지만 아무런 소용이 없었다. 올해도 수조 원대 영업 손실이 예상되는 한전은 내년이면 더 이상... ",https://www.chosun.com/economy/industry-company/2023/08/22/6WWVWNOKERFNDBPXDFP7OELJBQ/?utm_source=naver&utm_medium=referral&utm_campaign=naver-news,https://www.chosun.com/economy/industry-company/2023/08/22/6WWVWNOKERFNDBPXDFP7OELJBQ/?utm_source=naver&utm_medium=referral&utm_campaign=naver-news,2023-08-22 18:19:00
55,中 <b>부동산</b> 익스포저 4천억…&quot;스트레스 상황서도 영향 제한적&quot;,최근 중국 <b>부동산</b> 시장 불안에 따른 부실 전이 우려가 커지고 있는 가운데 금융당국이 긴급 점검회의를... 이날 회의에선  중국 <b>부동산</b> 시장 등 대외요인과 최근 환율상승에 따른 금융사의 외화건전성을 점검하고 대응... ,https://biz.sbs.co.kr/article_hub/20000132464?division=NAVER,https://biz.sbs.co.kr/article_hub/20000132464?division=NAVER,2023-08-22 18:18:00
56,中 1~3위 개발社 위기…<b>부동산</b> 의존 성장모델 한계 봉착,중국의 1~3위 민간 <b>부동산</b> 개발업체가 모두 흔들리고 있다. 2021년 헝다가 가장 먼저 자금난에 빠진 데 이어... 최근에는 1위 업체 비구이위안(컨트리가든)도 디폴트(채무불이행) 위기에 빠지면서 중국 <b>부동산</b>업계에 도미노... ,https://www.hankyung.com/international/article/2023082207331,https://www.hankyung.com/international/article/2023082207331,2023-08-22 18:17:00
